MetOneTime,MetOne03,MetOne05,MetOne07,MetOne1,MetOne2,MetOne5
04/16/2013 16:34:52,1746,620,241,93,10,0
04/16/2013 16:35:02,1352,495,201,74,8,0
04/16/2013 16:35:12,1358,519,192,95,19,0
04/16/2013 16:35:22,1509,542,178,59,19,0
04/16/2013 16:35:32,1472,542,207,82,10,0
04/16/2013 16:35:42,1297,478,175,80,12,0
04/16/2013 16:35:52,1261,447,171,61,8,0
04/16/2013 16:36:02,1161,415,178,97,8,0
04/16/2013 16:36:12,1309,432,163,61,6,0
04/16/2013 16:36:22,1422,523,197,76,12,0
04/16/2013 16:36:32,1163,375,137,44,8,0
04/16/2013 16:36:42,1258,508,190,91,12,0
04/16/2013 16:36:52,1148,398,188,86,14,0
04/16/2013 16:37:02,1244,413,139,74,4,0
04/16/2013 16:37:12,1000,375,158,59,8,0
04/16/2013 16:37:22,1114,442,190,72,8,0
04/16/2013 16:37:32,1140,419,156,69,4,0
04/16/2013 16:37:42,1004,381,118,44,4,0
04/16/2013 16:37:52,938,364,148,57,10,0
04/16/2013 16:38:02,1311,474,178,59,14,0
04/16/2013 16:38:12,871,320,118,42,2,0
04/16/2013 16:38:22,913,311,101,50,6,0
04/16/2013 16:38:32,875,332,114,55,8,0
04/16/2013 16:38:42,890,343,125,33,0,0
04/16/2013 16:38:52,894,290,112,38,2,0
04/16/2013 16:39:02,928,307,101,38,6,0
04/16/2013 16:39:12,915,336,141,63,6,0
04/16/2013 16:39:22,858,292,112,46,2,0
04/16/2013 16:39:32,911,320,125,63,10,0
04/16/2013 16:39:42,769,290,97,27,14,0
04/16/2013 16:39:52,709,220,74,29,8,0
04/16/2013 16:40:02,729,275,101,38,8,0
04/16/2013 16:40:12,771,267,105,36,6,0
04/16/2013 16:40:22,811,279,93,42,12,0
04/16/2013 16:40:32,796,307,97,40,8,0
04/16/2013 16:40:42,652,245,93,23,6,0
04/16/2013 16:40:52,693,271,93,40,10,0
04/16/2013 16:41:02,587,207,84,36,4,0
04/16/2013 16:41:12,671,288,127,36,10,0
04/16/2013 16:41:22,709,317,93,44,4,0
04/16/2013 16:41:32,665,226,80,33,8,0
04/16/2013 16:41:42,690,258,80,23,8,0
04/16/2013 16:41:52,582,231,76,36,4,0
04/16/2013 16:42:02,756,290,93,38,6,0
04/16/2013 16:42:12,661,233,67,19,0,0
04/16/2013 16:42:22,718,237,93,33,6,0
04/16/2013 16:42:32,686,307,127,38,4,0
04/16/2013 16:42:42,625,233,74,19,6,0
04/16/2013 16:42:52,618,203,65,12,0,0
04/16/2013 16:43:02,642,258,91,40,10,0
04/16/2013 16:43:12,650,203,61,23,2,0
04/16/2013 16:43:22,584,233,80,31,6,0
04/16/2013 16:43:32,642,254,103,42,2,0
04/16/2013 16:43:42,591,237,76,27,0,0
04/16/2013 16:43:52,614,224,69,25,2,0
04/16/2013 16:44:02,551,222,82,29,0,0
04/16/2013 16:44:12,712,283,97,36,8,0
04/16/2013 16:44:22,709,199,72,25,4,0
04/16/2013 16:44:32,582,207,84,36,0,0
04/16/2013 16:44:42,623,243,97,38,6,0
04/16/2013 16:44:52,633,231,91,27,6,0
04/16/2013 16:45:02,743,250,99,42,2,0
04/16/2013 16:45:12,637,194,82,38,4,2
04/16/2013 16:45:22,470,175,65,25,6,0
04/16/2013 16:45:32,591,216,105,59,8,0
04/16/2013 16:45:42,515,167,50,16,2,0
04/16/2013 16:45:52,576,207,82,31,0,0
04/16/2013 16:46:02,557,216,97,16,4,0
04/16/2013 16:46:12,551,194,63,29,8,0
04/16/2013 16:46:22,589,207,89,46,2,0
04/16/2013 16:46:32,555,171,72,27,6,0
04/16/2013 16:46:42,572,190,74,31,2,0
04/16/2013 16:46:52,536,211,82,33,12,0
04/16/2013 16:47:02,481,161,55,19,6,0
04/16/2013 16:47:12,455,178,82,42,14,0
04/16/2013 16:47:22,553,224,89,29,6,0
04/16/2013 16:47:32,599,226,99,48,23,0
04/16/2013 16:47:42,665,311,154,86,40,4
04/16/2013 16:47:52,396,144,55,19,8,2
04/16/2013 16:48:02,485,182,57,25,6,0
04/16/2013 16:48:12,442,186,78,42,14,0
04/16/2013 16:48:22,491,171,67,38,12,4
04/16/2013 16:48:32,404,148,50,33,6,0
04/16/2013 16:48:42,464,199,103,61,12,2
04/16/2013 16:48:52,409,152,59,31,16,0
04/16/2013 16:49:02,517,165,61,29,8,0
04/16/2013 16:49:12,506,184,67,36,14,0
04/16/2013 16:49:22,678,294,150,84,52,2
04/16/2013 16:49:32,525,233,129,78,50,8
04/16/2013 16:49:42,671,296,152,103,57,4
04/16/2013 16:49:52,538,237,118,69,42,2
04/16/2013 16:50:02,421,156,59,38,10,2
04/16/2013 16:50:12,561,180,91,48,27,4
04/16/2013 16:50:22,438,190,86,52,14,0
04/16/2013 16:50:32,502,186,91,50,19,2
04/16/2013 16:50:42,487,190,86,52,12,2
04/16/2013 16:50:52,411,171,78,40,19,2
04/16/2013 16:51:02,538,209,72,33,19,2
04/16/2013 16:51:12,455,171,76,52,27,0
04/16/2013 16:51:22,398,184,103,59,14,0
04/16/2013 16:51:32,587,235,127,80,50,4
04/16/2013 16:51:42,449,188,112,65,40,4
04/16/2013 16:51:52,385,207,97,52,25,8
04/16/2013 16:52:02,402,169,86,40,29,0
04/16/2013 16:52:12,358,144,69,42,21,6
04/16/2013 16:52:22,347,171,61,31,10,2
04/16/2013 16:52:32,353,156,74,44,14,4
04/16/2013 16:52:42,425,194,82,44,23,2
04/16/2013 16:52:52,326,129,52,25,10,0
04/16/2013 16:53:02,286,122,57,36,12,0
04/16/2013 16:53:12,277,141,61,27,6,0
04/16/2013 16:53:22,336,139,82,50,19,0
04/16/2013 16:53:32,288,129,69,40,8,0
04/16/2013 16:53:42,305,131,44,19,12,2
04/16/2013 16:53:52,296,133,57,38,14,0
04/16/2013 16:54:02,317,127,72,23,14,4
04/16/2013 16:54:12,264,89,23,14,4,0
04/16/2013 16:54:22,271,112,25,12,2,2
04/16/2013 16:54:32,214,82,36,14,8,0
04/16/2013 16:54:42,267,110,57,42,4,0
04/16/2013 16:54:52,381,127,44,29,14,0
04/16/2013 16:55:02,381,211,112,72,36,2
04/16/2013 16:55:12,264,133,74,48,21,0
04/16/2013 16:55:22,300,144,67,50,23,4
04/16/2013 16:55:32,381,190,103,50,31,0
04/16/2013 16:55:42,1112,459,243,148,50,2
04/16/2013 16:55:52,557,222,129,82,27,0
04/16/2013 16:56:02,370,156,82,48,21,0
04/16/2013 16:56:12,279,125,74,40,19,4
04/16/2013 16:56:22,231,105,61,42,19,0
04/16/2013 16:56:32,286,129,80,40,25,0
04/16/2013 16:56:42,243,93,33,14,6,0
04/16/2013 16:56:52,267,101,63,23,8,0
04/16/2013 16:57:02,226,99,29,12,4,0
04/16/2013 16:57:12,262,125,63,27,10,2
04/16/2013 16:57:22,273,120,50,29,8,0
04/16/2013 16:57:32,277,131,55,38,10,0
04/16/2013 16:57:42,260,112,44,23,10,0
04/16/2013 16:57:52,245,112,40,19,10,0
04/16/2013 16:58:02,211,86,44,25,6,2
04/16/2013 16:58:12,209,74,29,10,2,0
04/16/2013 16:58:22,184,65,14,4,4,0
04/16/2013 16:58:32,209,91,52,16,4,0
04/16/2013 16:58:42,197,108,40,19,6,0
04/16/2013 16:58:52,224,91,38,23,4,0
04/16/2013 16:59:02,214,101,46,21,10,0
04/16/2013 16:59:12,247,101,40,16,6,0
04/16/2013 16:59:22,243,93,29,12,2,0
04/16/2013 16:59:32,231,76,31,16,6,0
04/16/2013 16:59:42,203,80,44,14,2,0
04/16/2013 16:59:52,192,63,25,12,2,2
04/16/2013 17:00:02,163,69,29,14,8,2
04/16/2013 17:00:12,205,69,31,14,2,0
04/16/2013 17:00:22,209,63,31,19,8,0
04/16/2013 17:00:32,209,93,31,16,8,0
04/16/2013 17:00:42,207,99,46,23,6,0
04/16/2013 17:00:52,186,55,16,10,0,0
04/16/2013 17:01:02,173,50,14,8,2,0
04/16/2013 17:01:12,207,93,25,10,2,0
04/16/2013 17:01:22,182,72,25,8,2,0
04/16/2013 17:01:32,247,78,25,12,2,0
04/16/2013 17:01:42,224,99,50,25,12,0
04/16/2013 17:01:52,120,44,16,6,2,0
04/16/2013 17:02:02,190,84,36,19,4,0
04/16/2013 17:02:12,218,76,44,12,2,0
04/16/2013 17:02:22,194,69,31,19,4,0
04/16/2013 17:02:32,175,67,25,10,2,0
04/16/2013 17:02:42,366,63,25,12,6,0
04/16/2013 17:02:52,186,61,23,14,6,0
04/16/2013 17:03:02,144,72,38,19,6,0
04/16/2013 17:03:12,188,67,29,14,4,0
04/16/2013 17:03:22,163,55,19,8,2,0
04/16/2013 17:03:32,165,78,25,12,0,0
04/16/2013 17:03:42,139,69,36,16,0,0
04/16/2013 17:03:52,178,74,33,14,4,0
04/16/2013 17:04:02,158,52,14,4,2,0
04/16/2013 17:04:12,173,69,31,8,2,0
04/16/2013 17:04:22,269,120,67,31,8,0
04/16/2013 17:04:32,201,82,29,10,4,0
04/16/2013 17:04:42,256,118,52,25,6,0
04/16/2013 17:04:52,247,93,55,21,4,0
04/16/2013 17:05:02,182,78,31,10,2,0
04/16/2013 17:05:12,207,89,36,10,0,0
04/16/2013 17:05:22,180,80,44,27,4,0
04/16/2013 17:05:32,203,72,40,21,6,0
04/16/2013 17:05:42,188,86,33,8,2,0
04/16/2013 17:05:52,182,76,50,33,4,0
04/16/2013 17:06:02,203,97,50,23,2,0
04/16/2013 17:06:12,161,50,16,6,0,0
04/16/2013 17:06:22,190,89,29,8,6,0
04/16/2013 17:06:32,141,61,25,16,6,0
04/16/2013 17:06:42,207,91,42,14,2,0
04/16/2013 17:06:52,171,63,23,10,2,0
04/16/2013 17:07:02,161,48,23,10,0,0
04/16/2013 17:07:12,222,63,29,16,4,0
04/16/2013 17:07:22,165,78,42,14,2,0
04/16/2013 17:07:32,171,69,25,8,2,0
04/16/2013 17:07:42,199,84,31,14,4,0
04/16/2013 17:07:52,144,63,33,14,0,0
04/16/2013 17:08:02,180,76,25,6,2,0
04/16/2013 17:08:12,167,61,25,6,2,2
04/16/2013 17:08:22,141,48,16,6,2,0
04/16/2013 17:08:32,108,44,23,12,0,0
04/16/2013 17:08:42,141,52,31,10,2,0
04/16/2013 17:08:52,152,57,27,10,4,0
04/16/2013 17:09:02,150,72,40,23,10,0
04/16/2013 17:09:12,186,89,42,27,19,0
04/16/2013 17:09:22,146,55,27,21,2,0
04/16/2013 17:09:32,129,55,21,12,2,0
04/16/2013 17:09:42,167,69,27,12,8,0
04/16/2013 17:09:52,158,57,27,19,4,0
04/16/2013 17:10:02,171,46,21,10,4,0
04/16/2013 17:10:12,146,65,31,19,12,0
04/16/2013 17:10:22,243,61,25,8,6,0
04/16/2013 17:10:32,139,63,23,8,6,0
04/16/2013 17:10:42,184,59,29,21,4,2
04/16/2013 17:10:52,148,63,31,19,10,0
04/16/2013 17:11:02,150,63,29,12,2,0
04/16/2013 17:11:12,152,65,31,21,12,0
04/16/2013 17:11:22,101,42,21,8,2,0
04/16/2013 17:11:32,127,50,27,21,6,0
04/16/2013 17:11:42,139,65,23,12,4,0
04/16/2013 17:11:52,150,46,27,19,6,0
04/16/2013 17:12:02,141,65,29,14,2,0
04/16/2013 17:12:12,144,80,48,29,14,0
04/16/2013 17:12:22,188,116,52,33,10,0
04/16/2013 17:12:32,171,76,40,29,12,2
04/16/2013 17:12:42,150,61,36,19,4,0
04/16/2013 17:12:52,112,40,21,12,8,0
04/16/2013 17:13:02,146,59,23,14,8,0
04/16/2013 17:13:12,108,40,23,12,4,0
04/16/2013 17:13:22,101,59,25,10,6,0
04/16/2013 17:13:32,99,55,31,16,2,0
04/16/2013 17:13:42,186,48,31,25,6,0
04/16/2013 17:13:52,86,31,14,4,0,0
04/16/2013 17:14:02,112,48,21,10,0,0
04/16/2013 17:14:12,192,55,36,19,2,0
04/16/2013 17:14:22,110,48,23,16,4,2
04/16/2013 17:14:32,63,19,12,8,0,0
04/16/2013 17:14:42,84,31,10,2,0,0
04/16/2013 17:14:52,103,38,16,12,2,0
04/16/2013 17:15:02,135,44,12,6,2,0
04/16/2013 17:15:12,133,57,27,16,2,0
04/16/2013 17:15:22,103,36,6,2,2,0
04/16/2013 17:15:32,101,50,12,6,0,0
04/16/2013 17:15:42,101,36,4,0,0,0
04/16/2013 17:15:52,108,48,16,6,6,0
04/16/2013 17:16:02,72,29,19,8,0,0
04/16/2013 17:16:12,69,27,10,2,0,0
04/16/2013 17:16:22,86,29,10,4,2,0
04/16/2013 17:16:32,74,29,6,2,0,0
04/16/2013 17:16:42,86,19,4,2,2,0
04/16/2013 17:16:52,84,25,4,4,0,0
04/16/2013 17:17:02,131,40,14,10,2,0
04/16/2013 17:17:12,91,29,10,10,2,0
04/16/2013 17:17:22,76,27,12,6,4,0
04/16/2013 17:17:32,93,38,25,10,2,0
04/16/2013 17:17:42,91,31,10,4,0,0
04/16/2013 17:17:52,99,27,10,6,2,0
04/16/2013 17:18:02,93,19,10,2,2,0
04/16/2013 17:18:12,129,40,14,6,2,0
04/16/2013 17:18:22,67,23,6,2,0,0
04/16/2013 17:18:32,101,25,6,2,0,0
04/16/2013 17:18:42,84,27,12,4,2,0
04/16/2013 17:18:52,69,33,14,12,2,0
04/16/2013 17:19:02,89,25,14,8,2,0
04/16/2013 17:19:12,103,29,12,6,4,0
04/16/2013 17:19:22,110,27,19,8,4,0
04/16/2013 17:19:32,118,36,19,4,4,0
04/16/2013 17:19:42,99,31,14,8,2,0
04/16/2013 17:19:52,72,36,16,12,2,0
04/16/2013 17:20:02,72,21,8,8,2,0
04/16/2013 17:20:12,72,29,14,4,2,0
04/16/2013 17:20:22,97,38,19,12,0,0
04/16/2013 17:20:32,114,38,16,8,0,0
04/16/2013 17:20:42,84,48,31,12,0,0
04/16/2013 17:20:52,63,19,4,2,0,0
04/16/2013 17:21:02,137,40,8,4,0,0
04/16/2013 17:21:12,95,25,6,2,0,0
04/16/2013 17:21:22,97,29,14,8,2,0
04/16/2013 17:21:32,76,25,12,2,0,0
04/16/2013 17:21:42,116,23,6,2,0,0
04/16/2013 17:21:52,82,31,12,4,0,0
04/16/2013 17:22:02,112,38,14,6,0,0
04/16/2013 17:22:12,80,25,10,6,4,0
04/16/2013 17:22:22,105,40,12,4,0,0
04/16/2013 17:22:32,80,27,16,8,2,0
04/16/2013 17:22:42,82,23,14,8,4,2
04/16/2013 17:22:52,55,16,10,6,2,0
04/16/2013 17:23:02,80,31,10,2,0,0
04/16/2013 17:23:12,67,25,10,2,0,0
04/16/2013 17:23:22,158,69,42,25,16,0
04/16/2013 17:23:32,122,61,29,19,12,0
04/16/2013 17:23:42,154,84,31,21,4,0
04/16/2013 17:23:52,148,84,40,23,8,0
04/16/2013 17:24:02,139,63,29,14,2,0
04/16/2013 17:24:12,178,120,78,50,27,0
04/16/2013 17:24:22,122,59,25,16,0,0
04/16/2013 17:24:32,137,74,36,29,14,0
04/16/2013 17:24:42,116,59,29,21,12,0
04/16/2013 17:24:52,118,65,19,12,6,2
04/16/2013 17:25:02,148,42,21,14,6,0
04/16/2013 17:25:12,192,84,46,38,16,2
04/16/2013 17:25:22,120,61,40,27,14,0
04/16/2013 17:25:32,86,33,16,2,2,0
04/16/2013 17:25:42,86,38,23,8,4,0
04/16/2013 17:25:52,129,42,31,25,12,2
04/16/2013 17:26:02,108,52,27,16,6,0
04/16/2013 17:26:12,116,59,31,21,8,0
04/16/2013 17:26:22,127,40,19,12,6,0
04/16/2013 17:26:32,78,36,12,4,2,0
04/16/2013 17:26:42,110,44,14,4,4,0
04/16/2013 17:26:52,99,46,19,10,2,0
04/16/2013 17:27:02,97,48,21,14,4,0
04/16/2013 17:27:12,93,38,14,10,0,0
04/16/2013 17:27:22,114,33,14,6,2,0
04/16/2013 17:27:32,122,50,21,19,4,0
04/16/2013 17:27:42,120,55,27,16,0,0
04/16/2013 17:27:52,95,31,8,4,2,0
04/16/2013 17:28:02,95,25,10,4,0,0
04/16/2013 17:28:12,89,38,8,4,0,0
04/16/2013 17:28:22,101,42,23,19,4,0
04/16/2013 17:28:32,99,46,21,8,6,0
04/16/2013 17:28:42,80,36,19,8,2,0
04/16/2013 17:28:52,114,42,29,16,2,0
04/16/2013 17:29:02,82,31,21,10,2,0
04/16/2013 17:29:12,110,48,19,12,4,0
04/16/2013 17:29:22,108,38,27,12,2,0
04/16/2013 17:29:32,95,36,14,12,8,0
04/16/2013 17:29:42,137,84,55,44,23,0
04/16/2013 17:29:52,209,129,95,74,46,4
04/16/2013 17:30:02,186,97,76,59,31,2
04/16/2013 17:30:12,131,69,52,42,31,4
04/16/2013 17:30:22,120,69,55,38,23,0
04/16/2013 17:30:32,158,105,76,57,44,0
04/16/2013 17:30:42,141,91,59,38,23,4
04/16/2013 17:30:52,148,105,80,69,50,6
04/16/2013 17:31:02,137,84,42,33,23,6
04/16/2013 17:31:12,125,72,57,42,33,4
04/16/2013 17:31:22,118,74,50,42,21,0
04/16/2013 17:31:32,247,108,76,67,40,12
04/16/2013 17:31:42,194,80,57,52,33,4
04/16/2013 17:31:52,165,76,44,36,19,2
04/16/2013 17:32:02,184,74,42,29,8,2
04/16/2013 17:32:12,182,36,25,14,2,2
04/16/2013 17:32:22,182,82,52,31,19,4
04/16/2013 17:32:32,197,99,65,38,27,2
04/16/2013 17:32:42,209,118,91,65,36,8
04/16/2013 17:32:52,146,89,44,29,16,4
04/16/2013 17:33:02,169,76,42,25,14,2
04/16/2013 17:33:12,222,137,101,78,63,2
04/16/2013 17:33:22,184,82,42,29,23,2
04/16/2013 17:33:32,165,80,46,23,14,2
04/16/2013 17:33:42,180,89,38,21,14,2
04/16/2013 17:33:52,241,86,59,44,25,2
04/16/2013 17:34:02,214,103,57,38,23,0
04/16/2013 17:34:12,211,103,57,40,25,6
04/16/2013 17:34:22,243,127,57,42,21,2
04/16/2013 17:34:32,222,105,63,36,14,0
04/16/2013 17:34:42,281,122,69,44,27,2
04/16/2013 17:34:52,233,99,42,23,6,0
04/16/2013 17:35:02,158,59,23,14,8,0
04/16/2013 17:35:12,194,86,55,36,23,2
04/16/2013 17:35:22,326,101,57,31,21,0
04/16/2013 17:35:32,216,93,48,25,16,4
04/16/2013 17:35:42,243,105,44,29,12,0
04/16/2013 17:35:52,258,93,50,27,10,0
04/16/2013 17:36:02,279,133,74,42,14,2
04/16/2013 17:36:12,370,131,65,40,21,4
04/16/2013 17:36:22,409,218,129,97,67,14
04/16/2013 17:36:32,243,97,44,29,6,0
04/16/2013 17:36:42,231,103,55,40,19,0
04/16/2013 17:36:52,207,95,46,27,19,0
04/16/2013 17:37:02,194,93,48,36,21,2
04/16/2013 17:37:12,269,108,61,31,19,0
04/16/2013 17:37:22,281,116,55,25,8,2
04/16/2013 17:37:32,250,144,82,48,25,0
04/16/2013 17:37:42,292,118,63,40,19,2
04/16/2013 17:37:52,294,133,67,44,16,6
04/16/2013 17:38:02,269,122,48,31,10,0
04/16/2013 17:38:12,247,99,65,46,25,2
04/16/2013 17:38:22,411,152,82,57,29,4
04/16/2013 17:38:32,275,84,36,25,12,2
04/16/2013 17:38:42,247,122,72,46,25,2
04/16/2013 17:38:52,228,112,67,46,21,0
04/16/2013 17:39:02,389,127,65,46,23,8
04/16/2013 17:39:12,218,105,57,38,14,0
04/16/2013 17:39:22,275,122,67,40,16,0
04/16/2013 17:39:32,409,163,89,50,29,0
04/16/2013 17:39:42,345,131,65,40,19,0
04/16/2013 17:39:52,436,148,55,23,14,0
04/16/2013 17:40:02,498,127,57,40,23,4
04/16/2013 17:40:12,1222,161,59,36,14,0
04/16/2013 17:40:22,2032,120,33,14,8,0
04/16/2013 17:40:32,4539,277,76,44,23,0
04/16/2013 17:40:42,9282,2210,1053,601,254,2
04/16/2013 17:40:52,8087,1034,366,199,78,0
04/16/2013 17:41:02,13466,2199,911,544,203,2
04/16/2013 17:41:12,18078,3759,1807,1061,432,0
04/16/2013 17:41:22,22200,4887,2227,1314,478,2
04/16/2013 17:41:32,35821,11135,5470,3348,1379,4
04/16/2013 17:41:42,38621,12811,6633,3944,1631,0
04/16/2013 17:41:52,38717,11351,5709,3299,1371,4
04/16/2013 17:42:02,37074,10715,5448,3293,1362,2
04/16/2013 17:42:12,38045,12067,6065,3668,1523,4
04/16/2013 17:42:22,52416,17111,8700,5131,2185,4
04/16/2013 17:42:32,55829,18485,8685,5084,2028,6
04/16/2013 17:42:42,85280,29379,13364,7595,2812,2
04/16/2013 17:42:52,118641,42818,19466,10616,3893,6
04/16/2013 17:43:02,118906,42690,19114,10476,3759,0
04/16/2013 17:43:12,161590,65126,28537,14926,4955,6
04/16/2013 17:43:22,208425,92195,41029,21685,6996,6
04/16/2013 17:43:32,257684,130096,60803,32286,10088,16
04/16/2013 17:43:42,251139,123054,56411,29465,9244,6
04/16/2013 17:43:52,276362,143179,67710,35495,10738,12
04/16/2013 17:44:02,294618,159100,75997,40285,12116,2
04/16/2013 17:44:12,309821,171018,82645,43636,12805,8
04/16/2013 17:44:22,324442,183787,89959,47898,14193,4
04/16/2013 17:44:32,344002,203775,102288,55165,16196,14
04/16/2013 17:44:42,357393,217642,111274,61015,17732,4
04/16/2013 17:44:52,376688,239518,127248,70830,21280,12
04/16/2013 17:45:02,385966,247771,131599,74231,22196,6
04/16/2013 17:45:12,393590,258902,141361,80935,24633,10
04/16/2013 17:45:22,407082,272876,151420,87973,26977,10
04/16/2013 17:45:32,392083,255450,137421,78428,23482,14
04/16/2013 17:45:42,404303,268933,148048,85023,26335,10
04/16/2013 17:45:52,388268,249778,133545,74704,21956,12
04/16/2013 17:46:02,389993,252627,135708,76601,22878,4
04/16/2013 17:46:12,367004,225539,115422,62240,17870,6
04/16/2013 17:46:22,388986,252235,135333,76332,22953,4
04/16/2013 17:46:32,426004,297081,171891,103271,33164,12
04/16/2013 17:46:42,375545,237450,124507,68475,20189,10
04/16/2013 17:46:52,346213,204343,101268,53972,15073,6
04/16/2013 17:47:02,319839,177672,84432,43409,11864,2
04/16/2013 17:47:12,333920,190690,92299,48430,13464,0
04/16/2013 17:47:22,323256,180483,85807,44276,12173,8
04/16/2013 17:47:32,296464,156661,71749,36358,9846,2
04/16/2013 17:47:42,301027,160717,74513,37695,10410,4
04/16/2013 17:47:52,289782,153111,70660,35552,9730,6
04/16/2013 17:48:02,257391,125652,55135,26789,7008,2
04/16/2013 17:48:12,269290,134693,59932,29641,7858,4
04/16/2013 17:48:22,236377,110634,47652,23262,6146,2
04/16/2013 17:48:32,233836,109212,46418,22580,5851,0
04/16/2013 17:48:42,269501,134636,59817,29270,7612,0
04/16/2013 17:48:52,268446,134168,59669,29537,7818,2
04/16/2013 17:49:02,217816,98621,41815,20280,5273,4
04/16/2013 17:49:12,226872,104513,44305,21677,5559,8
04/16/2013 17:49:22,212174,95817,40596,19496,4936,0
04/16/2013 17:49:32,155158,61244,24491,11506,3104,0
04/16/2013 17:49:42,224447,102529,43275,20854,5487,2
04/16/2013 17:49:52,258006,126568,55540,27418,7347,2
04/16/2013 17:50:02,197311,86488,36226,17391,4518,4
04/16/2013 17:50:12,177537,73909,30421,14507,3706,4
04/16/2013 17:50:22,210896,93681,39134,18835,4897,6
04/16/2013 17:50:32,208783,94461,39802,19195,5020,4
04/16/2013 17:50:42,156593,62386,25063,11870,2926,0
04/16/2013 17:50:52,151095,59993,23686,11105,2719,0
04/16/2013 17:51:02,149249,58616,23188,10866,2649,0
04/16/2013 17:51:12,150307,59179,23614,10967,2778,0
04/16/2013 17:51:22,135314,52438,20572,9755,2536,8
04/16/2013 17:51:32,136804,51914,20464,9321,2460,0
04/16/2013 17:51:42,145663,57168,22414,10476,2706,4
04/16/2013 17:51:52,94764,33308,12593,5762,1453,2
04/16/2013 17:52:02,124357,47154,18366,8488,2166,4
04/16/2013 17:52:12,115299,42406,16348,7591,1843,2
04/16/2013 17:52:22,103286,37614,14301,6767,1674,0
04/16/2013 17:52:32,100365,36294,13898,6247,1559,2
04/16/2013 17:52:42,89355,31381,11679,5432,1426,2
04/16/2013 17:52:52,120303,44850,17249,7939,1949,0
04/16/2013 17:53:02,79468,27357,10440,4635,1140,0
04/16/2013 17:53:12,70471,23809,8865,3889,945,0
04/16/2013 17:53:22,68155,22887,8411,3768,835,0
04/16/2013 17:53:32,81861,28474,10649,4866,1248,0
04/16/2013 17:53:42,83400,28889,10838,4861,1222,0
04/16/2013 17:53:52,78150,26702,9925,4664,1095,0
04/16/2013 17:54:02,57263,18998,7178,3232,856,0
04/16/2013 17:54:12,55710,18260,6811,3032,760,0
04/16/2013 17:54:22,62392,21100,7756,3564,904,0
04/16/2013 17:54:32,74134,25015,9477,4257,1066,0
04/16/2013 17:54:42,49303,15937,5872,2551,682,0
04/16/2013 17:54:52,42438,13674,4891,2246,574,0
04/16/2013 17:55:02,47226,15308,5679,2560,644,2
04/16/2013 17:55:12,50810,16365,5904,2589,589,2
04/16/2013 17:55:22,40480,13042,4766,2100,551,0
04/16/2013 17:55:32,40327,12635,4717,2159,548,0
04/16/2013 17:55:42,49386,16117,6076,2708,633,2
04/16/2013 17:55:52,36377,11342,4223,1915,491,0
04/16/2013 17:56:02,30915,9658,3516,1617,375,0
04/16/2013 17:56:12,31542,9802,3579,1655,451,0
04/16/2013 17:56:22,28026,8515,3049,1318,328,0
04/16/2013 17:56:32,39787,12801,4751,2087,546,2
04/16/2013 17:56:42,28094,8823,3255,1481,356,0
04/16/2013 17:56:52,29830,9471,3374,1498,360,0
04/16/2013 17:57:02,29421,9143,3308,1532,370,0
04/16/2013 17:57:12,28423,8937,3414,1456,381,0
04/16/2013 17:57:22,19837,6027,2146,928,269,0
04/16/2013 17:57:32,22336,6924,2490,1140,294,0
04/16/2013 17:57:42,23139,7301,2681,1225,296,2
04/16/2013 17:57:52,21965,6801,2454,1076,271,0
04/16/2013 17:58:02,19744,6148,2187,972,243,2
04/16/2013 17:58:12,18669,5724,1994,883,231,0
04/16/2013 17:58:22,21179,6572,2341,1076,218,0
04/16/2013 17:58:32,19540,6004,2221,919,216,0
04/16/2013 17:58:42,14259,4185,1570,650,150,0
04/16/2013 17:58:52,16558,4916,1826,775,197,2
04/16/2013 17:59:02,12690,3823,1451,646,169,0
04/16/2013 17:59:12,16438,5048,1867,858,190,0
04/16/2013 17:59:22,14998,4474,1644,703,186,2
04/16/2013 17:59:32,13057,3901,1443,606,158,0
04/16/2013 17:59:42,12659,3783,1301,572,110,0
04/16/2013 17:59:52,14108,4365,1614,722,182,0
04/16/2013 18:00:02,11826,3668,1307,546,161,0
04/16/2013 18:00:12,11173,3475,1201,504,141,0
04/16/2013 18:00:22,11071,3420,1318,597,114,2
04/16/2013 18:00:32,10702,3257,1133,472,120,0
04/16/2013 18:00:42,9590,2869,1083,508,116,2
04/16/2013 18:00:52,8333,2392,915,389,76,0
04/16/2013 18:01:02,8689,2555,883,421,112,0
04/16/2013 18:01:12,8428,2547,875,415,110,0
04/16/2013 18:01:22,7106,2093,769,317,59,0
04/16/2013 18:01:32,7983,2492,864,396,112,0
04/16/2013 18:01:42,7981,2411,826,345,86,0
04/16/2013 18:01:52,7875,2496,892,362,89,0
04/16/2013 18:02:02,5366,1551,591,267,59,0
04/16/2013 18:02:12,5364,1672,642,281,50,0
04/16/2013 18:02:22,5722,1701,618,269,59,0
04/16/2013 18:02:32,6453,2007,748,349,74,0
04/16/2013 18:02:42,6148,1799,684,286,74,0
04/16/2013 18:02:52,4338,1205,425,194,52,0
04/16/2013 18:03:02,5031,1530,578,267,42,0
04/16/2013 18:03:12,4493,1303,445,186,44,0
04/16/2013 18:03:22,4101,1218,430,190,46,0
04/16/2013 18:03:32,4548,1419,495,222,50,0
04/16/2013 18:03:42,3935,1180,457,220,44,0
