Instr,Time,MetOne03,MetOne05,MetOne07,MetOne1,MetOne2,MetOne5
MetOne, 2013-07-13 14:41:59, 4611, 922, 471, 290, 137, 4
MetOne, 2013-07-13 14:42:59, 5660, 1602, 929, 585, 267, 7
MetOne, 2013-07-13 14:43:59, 6684, 2295, 1344, 873, 393, 14
MetOne, 2013-07-13 14:44:59, 9038, 3985, 2737, 1956, 1029, 40
MetOne, 2013-07-13 14:45:59, 11367, 4947, 2920, 1835, 766, 21
MetOne, 2013-07-13 14:46:59, 6876, 2167, 1234, 781, 346, 8
MetOne, 2013-07-13 14:47:59, 7425, 2579, 1577, 1063, 494, 18
MetOne, 2013-07-13 14:48:59, 6858, 2060, 1102, 649, 223, 4
MetOne, 2013-07-13 14:49:59, 7732, 2622, 1514, 925, 377, 8
MetOne, 2013-07-13 14:50:59, 5942, 1443, 724, 394, 116, 0
MetOne, 2013-07-13 14:51:59, 4570, 769, 358, 204, 86, 0
MetOne, 2013-07-13 14:52:59, 9533, 3954, 2448, 1614, 715, 22
MetOne, 2013-07-13 14:53:59, 10311, 4225, 2377, 1429, 524, 15
MetOne, 2013-07-13 14:54:59, 7406, 2348, 1223, 687, 220, 2
MetOne, 2013-07-13 14:55:59, 6336, 1799, 1002, 600, 240, 10
MetOne, 2013-07-13 14:56:59, 12448, 6362, 4435, 3178, 1668, 62
MetOne, 2013-07-13 14:57:59, 9444, 3694, 2105, 1297, 487, 8
MetOne, 2013-07-13 14:58:59, 7983, 3080, 1982, 1372, 694, 27
MetOne, 2013-07-13 14:59:59, 5128, 1050, 565, 347, 169, 7
MetOne, 2013-07-13 15:00:59, 6159, 1785, 1105, 746, 352, 12
MetOne, 2013-07-13 15:01:59, 6894, 2458, 1658, 1187, 616, 24
MetOne, 2013-07-13 15:02:59, 5594, 1438, 829, 513, 209, 6
MetOne, 2013-07-13 15:03:59, 4957, 987, 474, 263, 93, 2
MetOne, 2013-07-13 15:04:59, 5717, 1428, 703, 376, 120, 1
MetOne, 2013-07-13 15:05:59, 4646, 877, 413, 232, 86, 3
MetOne, 2013-07-13 15:06:59, 4114, 552, 221, 108, 37, 0
MetOne, 2013-07-13 15:07:59, 9394, 4252, 2768, 1862, 876, 34
MetOne, 2013-07-13 15:08:59, 12723, 5606, 3012, 1683, 527, 3
MetOne, 2013-07-13 15:09:59, 5078, 1066, 499, 241, 62, 1
MetOne, 2013-07-13 15:10:59, 4267, 547, 214, 95, 27, 0
MetOne, 2013-07-13 15:11:59, 4139, 476, 180, 78, 23, 0
MetOne, 2013-07-13 15:12:59, 4488, 755, 382, 222, 93, 2
MetOne, 2013-07-13 15:13:59, 4663, 848, 403, 216, 69, 1
MetOne, 2013-07-13 15:14:59, 4341, 604, 256, 131, 44, 0
MetOne, 2013-07-13 15:15:59, 4181, 558, 274, 160, 71, 1
MetOne, 2013-07-13 15:16:59, 4161, 576, 233, 119, 40, 0
MetOne, 2013-07-13 15:17:59, 3880, 469, 197, 101, 30, 0
MetOne, 2013-07-13 15:18:59, 4250, 783, 358, 191, 57, 0
MetOne, 2013-07-13 15:19:59, 3552, 465, 177, 84, 26, 0
MetOne, 2013-07-13 15:20:59, 3936, 716, 323, 179, 63, 1
MetOne, 2013-07-13 15:21:59, 4046, 834, 406, 227, 86, 1
MetOne, 2013-07-13 15:22:59, 4103, 959, 459, 242, 77, 1
MetOne, 2013-07-13 15:23:59, 6376, 2752, 2038, 1532, 876, 45
MetOne, 2013-07-13 15:24:59, 3542, 565, 252, 143, 49, 2
MetOne, 2013-07-13 15:25:59, 5381, 1732, 986, 600, 233, 2
MetOne, 2013-07-13 15:26:59, 7304, 2899, 1652, 1023, 385, 6
MetOne, 2013-07-13 15:27:59, 5507, 1810, 958, 563, 213, 3
MetOne, 2013-07-13 15:28:59, 5312, 1677, 893, 519, 195, 1
MetOne, 2013-07-13 15:29:59, 3702, 744, 350, 186, 59, 0
MetOne, 2013-07-13 15:30:59, 3106, 379, 151, 79, 19, 0
MetOne, 2013-07-13 15:31:59, 3348, 527, 222, 114, 39, 1
MetOne, 2013-07-13 15:32:59, 3961, 913, 440, 246, 78, 1
MetOne, 2013-07-13 15:33:59, 3366, 573, 256, 138, 48, 1
MetOne, 2013-07-13 15:34:59, 3572, 690, 334, 169, 50, 0
MetOne, 2013-07-13 15:35:59, 3040, 411, 168, 82, 28, 0
MetOne, 2013-07-13 15:36:59, 3052, 412, 169, 88, 27, 1
MetOne, 2013-07-13 15:37:59, 3288, 513, 255, 155, 69, 2
MetOne, 2013-07-13 15:38:59, 7396, 2820, 1473, 800, 233, 1
MetOne, 2013-07-13 15:39:59, 4037, 898, 428, 222, 59, 0
MetOne, 2013-07-13 15:40:59, 3312, 512, 213, 99, 32, 0
MetOne, 2013-07-13 15:41:59, 3222, 455, 189, 86, 24, 0
MetOne, 2013-07-13 15:42:59, 3028, 403, 157, 73, 22, 0
MetOne, 2013-07-13 15:43:59, 3446, 632, 296, 167, 50, 1
MetOne, 2013-07-13 15:44:59, 3332, 504, 205, 102, 36, 0
MetOne, 2013-07-13 15:45:59, 3131, 401, 151, 72, 22, 0
MetOne, 2013-07-13 15:46:59, 2952, 310, 113, 50, 14, 0
MetOne, 2013-07-13 15:47:59, 2992, 342, 123, 57, 22, 1
MetOne, 2013-07-13 15:48:59, 2972, 380, 150, 75, 29, 2
MetOne, 2013-07-13 15:49:59, 2871, 339, 117, 51, 16, 0
MetOne, 2013-07-13 15:50:59, 3105, 398, 160, 77, 28, 0
MetOne, 2013-07-13 15:51:59, 2895, 326, 116, 53, 14, 0
MetOne, 2013-07-13 15:52:59, 2788, 334, 122, 56, 19, 0
MetOne, 2013-07-13 15:53:59, 2812, 314, 115, 54, 19, 0
MetOne, 2013-07-13 15:54:59, 2811, 329, 127, 59, 20, 0
MetOne, 2013-07-13 15:55:59, 3014, 435, 184, 85, 28, 0
MetOne, 2013-07-13 15:56:59, 3004, 428, 173, 81, 27, 0
MetOne, 2013-07-13 15:57:59, 2925, 353, 135, 63, 20, 0
MetOne, 2013-07-13 15:58:59, 2914, 339, 133, 56, 22, 0
MetOne, 2013-07-13 15:59:59, 2762, 303, 110, 47, 15, 0
MetOne, 2013-07-13 16:00:59, 4061, 1039, 499, 273, 97, 1
MetOne, 2013-07-13 16:01:59, 3670, 754, 358, 195, 57, 0
MetOne, 2013-07-13 16:02:59, 4540, 1357, 702, 381, 124, 1
MetOne, 2013-07-13 16:03:59, 3546, 748, 340, 173, 48, 0
MetOne, 2013-07-13 16:04:59, 2903, 376, 139, 62, 21, 0
MetOne, 2013-07-13 16:05:59, 2932, 384, 154, 73, 25, 0
MetOne, 2013-07-13 16:06:59, 2817, 336, 123, 52, 14, 0
MetOne, 2013-07-13 16:07:59, 2757, 342, 128, 66, 18, 0
MetOne, 2013-07-13 16:08:59, 2791, 325, 122, 57, 25, 0
MetOne, 2013-07-13 16:09:59, 2752, 334, 123, 56, 16, 0
MetOne, 2013-07-13 16:10:59, 2865, 428, 181, 94, 33, 1
MetOne, 2013-07-13 16:11:59, 2718, 311, 118, 59, 18, 0
MetOne, 2013-07-13 16:12:59, 2739, 320, 131, 63, 20, 0
MetOne, 2013-07-13 16:13:59, 3346, 582, 260, 137, 43, 1
MetOne, 2013-07-13 16:14:59, 3149, 500, 209, 92, 29, 0
MetOne, 2013-07-13 16:15:59, 2832, 322, 107, 50, 12, 0
MetOne, 2013-07-13 16:16:59, 2795, 330, 120, 52, 16, 0
MetOne, 2013-07-13 16:17:59, 2840, 314, 115, 49, 15, 0
MetOne, 2013-07-13 16:18:59, 2883, 327, 125, 60, 18, 0
MetOne, 2013-07-13 16:19:59, 2962, 445, 200, 115, 46, 0
MetOne, 2013-07-13 16:20:59, 3170, 557, 271, 150, 57, 0
MetOne, 2013-07-13 16:21:59, 3245, 614, 273, 141, 43, 0
MetOne, 2013-07-13 16:22:59, 3031, 407, 164, 78, 20, 0
MetOne, 2013-07-13 16:23:59, 2795, 351, 130, 61, 19, 0
MetOne, 2013-07-13 16:24:59, 3055, 470, 198, 97, 29, 0
MetOne, 2013-07-13 16:25:59, 3831, 947, 460, 252, 86, 1
MetOne, 2013-07-13 16:26:59, 4267, 1236, 609, 332, 104, 1
